Fri Dec 24 21:11:59 MSK 2021; 292712; Irkutsk; 2021-12-24; Холодно; -26.3;
Fri Dec 24 21:11:59 MSK 2021; 292712; Irkutsk; 2021-12-25; Преимущественно ясно; -18.5;
Fri Dec 24 21:11:59 MSK 2021; 292712; Irkutsk; 2021-12-26; Преимущественно ясно; -24.3;
Fri Dec 24 21:11:59 MSK 2021; 292712; Irkutsk; 2021-12-27; Переменная облачность; -19.1;
Fri Dec 24 21:11:59 MSK 2021; 292712; Irkutsk; 2021-12-28; Облачно; -19.6;
